"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1110037F02Rik"	15098.9930086082	-0.0867946144742836	0.0977377461081378	4.44683623302481	0.108238503982782	0.255147301884367
"1110038B12Rik"	7.50407971472691	-1.86210328833472	1.42924169704004	1.69366009856714	0.428771965947564	0.643250074466578
"1110038F14Rik"	552.393253973214	-0.108162815118018	0.171474483903913	3.21222285199383	0.200666405066636	0.393199574889354
"1110051M20Rik"	213.487040409984	0.492186566232313	0.229676527608076	8.11286662161383	0.0173106508507023	0.0629625212840365
"1110059E24Rik"	968.380887995268	0.0655421991525003	0.125359892298265	2.51600591599724	0.284221061512466	0.495435309523303
"1110059G10Rik"	1001.15469578381	0.196533906175151	0.130019059672661	3.39384140134997	0.183246928305021	0.369236153299362
"1110065P20Rik"	143.534796249448	0.0505390458541964	0.275489412197541	0.0801513492311301	0.960716734531858	0.981913024574381
"1190002N15Rik"	12327.0144222381	-0.0524964561967292	0.0889270944472742	3.05898287271431	0.216645817490596	0.414283866903988
"1190005I06Rik"	1600.44994916325	-0.0997061027982782	0.108356111571474	1.00732525357751	0.604313227562241	0.781646012635182
"1190007I07Rik"	47.5593670324772	0.57396053710588	0.566817278379671	39.51460990139	2.62731099097115e-09	4.62169346116256e-08
"1200014J11Rik"	3429.49402114999	0.128442089228304	0.100520880002557	25.9535423007737	2.31344882181067e-06	2.50788993046098e-05
"1300002E11Rik"	1207.97260669887	0.0881967172398464	0.14294151263759	0.638972730577535	0.726522108227605	0.860136741986614
"1300017J02Rik"	6.07130929199591	0.414797190901702	1.35643930496979	2.05793503398984	0.357375754542623	0.574056471813532
"1500004A13Rik"	196.992337383596	1.41254784811818	0.351177826345308	38.1644740427521	5.16047596010673e-09	8.72617102784714e-08
"1500009C09Rik"	5.92569315536713	-4.04944325708418	1.98032481190026	12.2901503985922	0.00214401465745787	0.0110081518651087
"1500011B03Rik"	921.249354094674	0.168006726064695	0.144914497263501	5.77682525201081	0.0556645029024174	0.157092750894246
"1500011K16Rik"	75.6085213489925	0.0633762162646567	0.390097864725027	2.04001931026548	0.360591458597873	0.577611868358857
"1500012F01Rik"	18.4251774760077	-0.0759338344451426	0.804887506385705	0.696160265050501	0.706042296995305	0.848357712771118
"1500015A07Rik"	186.613986690792	0.629076024018603	0.247573068008828	6.48480970928251	0.0390698247821443	0.119812466078406
"1500017E21Rik"	4.35444697764038	-0.742176551857454	1.60437176967956	0.282904045435497	0.86809682351213	0.939715300649129
"1500026H17Rik"	5.93176077984232	1.13584856711187	1.3417645694722	0.769219273990675	0.680716310810856	0.833822813023046
"1600002D24Rik"	19.3344088704752	0.0510450487293922	0.720003410667414	1.95696306629072	0.375881429219478	0.593135131518622
"1600002H07Rik"	757.756080381954	0.144561688482348	0.141805915952169	1.26468031558145	0.531346909344077	0.72875542188188
"1600002K03Rik"	36.0491153721166	0.620534575339299	0.640283301651579	1.90770071644727	0.385254795066416	0.602711025358004
"1600012H06Rik"	10.1197480499101	-0.136261680931664	0.978203511217025	2.09953816108835	0.350018565876475	0.565898044953694
"1600014C10Rik"	13.753729713158	-0.695091850996283	0.990897637156761	4.21946748378091	0.121270251322995	0.277279877925789
"1600020E01Rik"	3.95035773635434	1.16196747616801	1.69568930278242	0.759964313693875	0.683873611565018	0.835884204786393
"1700001G11Rik"	5.90031774430644	1.09105356817385	1.26609487653391	1.14918352268247	0.56293463358412	0.751849380369557
"1700001G17Rik"	6.83167425400371	-0.50464554704764	1.20497117401399	0.323802468539689	0.850525203134777	0.929740546530937
"1700001L05Rik"	4170.26926449172	0.0447482142477365	0.107786202084209	0.225137536198659	0.893535898230275	0.952096476927818
"1700001L19Rik"	75.1494973185544	-0.0729614917616337	0.415442296123301	13.0656573965571	0.00145488459409362	0.0078710185306447
"1700003M02Rik"	258.539719100917	-1.3218769794206	0.254731703165688	43.3239164527095	3.91138958555662e-10	7.75122280042836e-09
"1700007J10Rik"	6.75651417716135	0.528195047902355	1.2833614038554	0.431081345284419	0.806105483151454	0.906674724107258
"1700007L15Rik"	25.0733778114928	0.804485683467092	0.657737766289529	1.49033740999299	0.474654216646921	0.683634341727963
"1700008J07Rik"	48.6691392419008	0.417896919751415	0.453732421863984	1.31255937246758	0.518777764867283	0.719140888910127
"1700010D01Rik"	73.7424713632159	-0.299925010801973	0.419269996860228	7.10211221358017	0.0286943193807993	0.0945344292977764
"1700010I14Rik"	489.151680282523	-1.16027008021218	0.183627593313013	42.7149413682834	5.30357035582462e-10	1.03957194716143e-08
"1700011A15Rik"	64.3692325630063	-0.134419419666665	0.475388253363963	0.347008738404504	0.840713477906636	0.924310063812645
"1700011H14Rik"	10.269392600406	-2.02559481192551	1.0900125280536	18.6004194739414	9.14050584475308e-05	0.000694186967345059
"1700012A03Rik"	10.8403925854424	0.229437200471453	1.01407691275764	0.455577202193744	0.796292577421186	0.901830607885153
"1700012B07Rik"	21.156126941045	-0.0780514297354507	0.828966442201219	4.53926307520862	0.103350253750404	0.246599388171923
"1700012B09Rik"	7.89998329622351	-0.129700096039356	1.14762233115828	0.0968439019173744	0.952731696199572	0.977635722731284
"1700012D14Rik"	4.23542369216796	1.14467304985839	1.56661472454174	0.630994087634715	0.729426227354295	0.861804465925318
"1700012I11Rik"	4.03048562902083	-0.0295191903229821	1.62853226015169	0.0113985978014028	0.994316911293078	0.996949194052265
"1700016H13Rik"	41.4855571665942	0.0793208506653814	0.527472622658367	0.609595581577686	0.737272442598663	0.866481170834657
"1700016K19Rik"	47.1830192599864	-1.56803113080277	0.473997542460205	19.2766408203955	6.5182442624364e-05	0.000512880093331082
"1700017B05Rik"	2749.16307409297	-0.0790308360356435	0.120101367033673	0.433263616836797	0.805226392310357	0.906321258561965
"1700018B08Rik"	221.694487267039	-0.0546049064947131	0.224429830608888	1.79712110485509	0.407155316860583	0.624296152619244
"1700018B24Rik"	1290.27741771495	0.192423445465096	0.154165493190431	4.41667067877442	0.109883414944125	0.257958344321331
"1700018L02Rik"	4.36027784177273	0.246453076864199	1.46648382284745	0.172252354340202	0.917478459080809	0.962437174892763
"1700019B03Rik"	11.0770721759435	0.447023894379041	0.917385609469618	3.88333923202809	0.143464219546279	0.311372252335529
"1700019D03Rik"	57.6354719729209	0.22677230069096	0.426778643432504	0.718769572671022	0.698105678138308	0.844241955812109
"1700019G17Rik"	11.482578604297	-0.820703213369662	0.951497222326318	3.44713921139594	0.178428091851383	0.362466655288053
"1700020D05Rik"	25.6568663300099	-4.42531833827836	0.844990433405079	56.8860195235141	4.43974280145288e-13	1.25418381452023e-11
"1700020I14Rik"	145.150272842389	0.146580940780327	0.274071549018981	6.39357771282825	0.0408933076519221	0.124109939612648
"1700021F05Rik"	440.763953717613	-0.214993907984073	0.176121411921333	2.98843074917826	0.22442462493009	0.424929106501223
"1700021F07Rik"	47.7919294500233	-0.162161887834644	0.679232628464993	0.689648483798372	0.70834483987151	0.849216761731406
"1700021K19Rik"	23527.5328329009	-0.14389511045203	0.0954977576546796	3.33438247395733	0.188776550285937	0.376789287836969
"1700024P16Rik"	2942.72761995361	0.91521778748483	0.114656560058842	144.297122851858	4.63743564097517e-32	4.63968994996731e-30
"1700025G04Rik"	770.206839589607	0.278654763108609	0.144102673864024	34.1771634138267	3.7889882730729e-08	5.72200776207141e-07
"1700025J12Rik"	9.24242156341477	0.695967898387394	1.0729542532254	1.15773895078733	0.560531703379821	0.750170018633821
"1700028E10Rik"	35.0555967004262	0.23318586311257	0.538684305624502	0.447298588631305	0.799595507891994	0.903233785955573
"1700028I16Rik"	139.246429585412	0.401885302116379	0.311437549013447	1.98402040122667	0.370830497580385	0.588646427792046
"1700028J19Rik"	42.2232863941445	-0.246922280891546	0.479750921080564	4.41494138762748	0.109978466239373	0.258010877887168
"1700028K03Rik"	175.397000945153	-0.0569293825904046	0.256709420574515	0.0706352654930242	0.965298757062233	0.983952427230779
"1700029F12Rik"	17.9845173586422	2.37570938809862	0.969798657685405	14.7570683575095	0.000624515643698543	0.00380136883435912
"1700029J07Rik"	54.7129066620185	-0.292231758988772	0.465614385476985	1.78744373794117	0.409130186588318	0.626257819610912
"1700029P11Rik"	51.574610995319	-0.443337528687502	0.516678260442879	16.0765737946753	0.000322861571653133	0.00211719010596572
"1700030A11Rik"	12.0666105867881	3.538250866217	1.28014270108933	9.37323185155513	0.00921782724621665	0.0374932911169518
"1700030C10Rik"	101.982193132993	-3.14409223030929	0.404711911788872	72.1745357731112	2.12568393285564e-16	8.05913905806609e-15
"1700030F18Rik"	50.6958424681446	-0.0693514320432027	0.459941120817256	1.65005750206653	0.438222392937228	0.650739024432761
"1700030J22Rik"	1638.89188634007	-0.136108343714027	0.111179663448446	2.46756731316484	0.29118873254767	0.503801617607095
"1700030K09Rik"	2408.38806304463	0.358057360458994	0.145537346163659	6.86918112571242	0.0322386072133225	0.103720771353805
"1700030O20Rik"	32.5494089381144	0.02331994147038	0.608953187530685	2.25847429346501	0.323279777415142	0.539436153951813
"1700031M16Rik"	5.9565995540335	-0.456546326151904	1.3654647822933	0.316043124958902	0.853831371048597	0.931528892092537
"1700034H15Rik"	16.4897364654389	0.77585863106133	0.78586141440353	1.60840487035451	0.447444650398537	0.659134466082998
"1700034K08Rik"	74.9403361371131	-0.474046341777697	0.370632340262306	6.92617687814297	0.0313328428548467	0.101349857882752
"1700034P13Rik"	218.700715630719	0.12169476131089	0.228570028086792	0.354409622579581	0.837608215335018	0.923174275308378
"1700037H04Rik"	66.7827916958478	-0.0294982540570469	0.453755964178348	0.0223907264490322	0.988867071643465	0.994458181011266
"1700039E15Rik"	99.8980062619284	-0.420757041898952	0.321755124772052	2.58056627253477	0.275192854980366	0.485691959047181
"1700047I17Rik2"	1618.814577151	-0.107230785853492	0.123466304922389	118.406417728463	1.94255390581045e-26	1.48863692133038e-24
"1700047M11Rik"	11.1931030191799	0.855966030109665	1.04802188471572	4.2138785620066	0.121609610238863	0.27771089796178
"1700048M11Rik"	10.1750699983329	1.04500015993465	1.04630261516743	1.02373850300772	0.599374149991297	0.778575726167579
"1700048O20Rik"	77.5178705590864	-0.0871628402632306	0.387831448436262	0.130698659305125	0.936740175095073	0.97048868852256
"1700049G17Rik"	12.9450439493454	0.549535294334387	0.960207154722594	0.406693148562319	0.815995389398312	0.910742075769941
"1700052K11Rik"	19.6719400737652	0.283605176205607	0.709989209284728	0.541046470651303	0.762980171697504	0.881778865205033
"1700056E22Rik"	225.009652266451	-0.67880053718288	0.230629091701659	10.4798637373352	0.00530061796173247	0.0237604240742625
"1700061F12Rik"	18.8079501018043	-0.0912108314920226	0.71705724556207	0.0331778372990925	0.983547919749545	0.992156202200791
"1700061G19Rik"	4.39077405342767	0.153605839379853	1.45834503803931	0.054877143646884	0.972934446306793	0.987201012245257
"1700065D16Rik"	4.67702101907971	0.568440633254319	1.55645300647484	0.23089755767225	0.890966207394441	0.950685094795713
"1700066M21Rik"	2157.47353088991	0.130642726454502	0.12951424562885	7.06230802042485	0.02927111720061	0.0960612723255553
"1700067K01Rik"	1431.84609302606	0.23553610511115	0.133031615683992	6.31123644523609	0.0426120491152647	0.128245621809822
"1700084E18Rik"	4.02748266074406	0.896902568892549	1.62070391162399	0.327554506298362	0.848931097549961	0.929001549931098
"1700084F23Rik"	7.3371483894069	-0.922748192604438	1.52768737223393	7.54234103511008	0.023025096228255	0.0790003718410263
"1700086L19Rik"	7.29061765555378	0.0974852829787814	1.35849208224207	0.654806981570623	0.720792851070916	0.856945255436433
"1700086O06Rik"	15.0137087030405	0.419964939177704	1.03353064514965	5.12451294787888	0.0771305009684424	0.199608249946533
"1700088E04Rik"	16.4648114762674	0.00313238809713555	0.785511697252173	0.0920884198987224	0.954999740767239	0.978719578125218
"1700093K21Rik"	166.429497776965	-0.463679740715795	0.275870540890198	35.3603056275571	2.09704231422563e-08	3.25561299795783e-07
"1700094D03Rik"	14.5868711667644	-0.280667698439271	0.844016315407411	0.113701385159509	0.944735114799503	0.973422795153445
"1700094J05Rik"	16.9901512886131	-0.336867523156553	0.795579544940548	0.178677421907494	0.91453575782965	0.961450427835068
"1700096K18Rik"	17.0389819140365	0.775394074036246	0.826444627057556	1.42111847624749	0.491369328148291	0.697994502547474
"1700097N02Rik"	39.3484999723523	0.841168934551252	0.771089721683171	22.9548003596325	1.03616384735925e-05	9.76325215755708e-05
"1700101E01Rik"	26.6428997838601	-0.164952147942896	0.605511445750984	1.19849453624816	0.549224899625193	0.742086368902479
"1700102P08Rik"	5.88611809810773	1.98273012101076	1.31477069768881	3.19162573765239	0.202743657503482	0.396219190674533
"1700112E06Rik"	17.820098287189	0.072469355456914	0.746514001285021	0.0218442907686907	0.989137284680826	0.994591070658616
"1700112J16Rik"	7.15504725379023	1.9369213212109	1.34791345152523	2.01856746565787	0.364479951121188	0.581384262157103
"1700113A16Rik"	28.6920735527757	0.265709367711914	0.603638056055798	1.35380322933563	0.50818912129668	0.710478473607111
"1700116B05Rik"	12.6338136836419	0.299728506386518	0.91668104176249	0.207465257806582	0.901466291233312	0.955308926649381
"1700123I01Rik"	102.41729076521	0.538231514715772	0.334148232400956	3.63448773309921	0.16247293148742	0.340086828173912
"1700123M08Rik"	15.6023720214428	0.55430769857953	0.884012770416858	1.94740032851804	0.37768296045065	0.59513052731188
"1700123O20Rik"	9.66209846061609	-0.729659760858138	1.01063063844136	0.521043454921859	0.770649411939156	0.887009714345557
"1810007C17Rik"	4.77398420946373	1.69787182773359	1.70564597540741	1.09813763312415	0.577487306703425	0.762127014551138
"1810009A15Rik"	394.907057072894	0.287717809855002	0.186801097382502	2.70699884174218	0.258334655338384	0.466219138100977
"1810010H24Rik"	145.039413348503	-0.469182956439635	0.315770099882486	2.82989450858568	0.24293842706994	0.448432276591495
"1810013L24Rik"	4779.88734550248	-0.0358919330692055	0.0934405434841221	6.75142864652943	0.0341936842416325	0.108151132572821
"1810019D21Rik"	47.4399470157653	-0.0479896408503287	0.494942986712184	5.74005344905684	0.056697411348019	0.159352244496861
"1810022K09Rik"	135.843567292572	0.787476674441447	0.311071717760786	9.95919023373299	0.00687684631299424	0.0293815909938636
"1810026B05Rik"	30.6392558283918	2.48591863226316	0.617882943905411	22.2851556962577	1.44823795907767e-05	0.000132390636271777
"1810026J23Rik"	406.404477928373	0.0489377900024779	0.181334991171608	0.420059149237865	0.810560273604488	0.908709690692093
"1810030O07Rik"	5.08608286211005	0.606404360184754	1.4287595303936	0.206033332822887	0.902111938387493	0.955571406245762
"1810037I17Rik"	219.988669985845	0.193223725705316	0.244556286260812	1.07360814978595	0.584613651394853	0.766980816564765
"1810041L15Rik"	938.458494977844	-0.347152443696881	0.148473604139107	43.0231440611972	4.54614171881072e-10	8.97209092368576e-09
"1810043G02Rik"	1148.06756105248	0.126229413858295	0.125144050447019	1.02464991358043	0.599101074248396	0.778320588668769
"1810043H04Rik"	469.265177181625	0.637537217679947	0.257531818753411	6.10897222437104	0.047146942785483	0.13831113922021
"1810044D09Rik"	9.92844047652764	0.232030681284098	0.981991859995085	0.0563064554070465	0.972239381379508	0.986904201164096
"1810046K07Rik"	15.5728607623838	0.659748464654039	0.911749464084637	0.552400706640846	0.758660915299893	0.878972883532414
"1810053B23Rik"	9.47615464796217	-0.246440199299711	1.2374830505756	0.496732838582851	0.780074056720935	0.892725946078204
"1810055G02Rik"	3288.12281536048	0.138642357955551	0.108638228209882	7.0065001415357	0.0300993991034277	0.0981593673376785
"1810058I24Rik"	371.556864089497	0.179675731822417	0.221913855991204	3.11085274437229	0.211099356555877	0.407093369539197
"1810062G17Rik"	7.50270827409675	-0.760034330525852	1.18344087721224	0.502139338718386	0.777968169127039	0.891209340810164
"2010001A14Rik"	4.45124093693414	-0.644904447655317	1.41103329036291	1.23982024868504	0.537992787877416	0.733774694210918
"2010003K11Rik"	4.67562986806469	-0.871207800895724	1.63930807588845	0.540210429972003	0.763299179599274	0.881791006649767
"2010012O05Rik"	32.2682850300662	0.277859681690291	0.589915392662065	0.232289689090223	0.890346252159429	0.950375823523526
"2010106E10Rik"	6.49960568084495	1.51074272632036	1.28732093778502	1.82953973477402	0.400608808635225	0.617676702269659
"2010107E04Rik"	1256.96356857649	0.188134270590488	0.166988935940327	11.005568155587	0.00407540937263166	0.0190331821834512
"2010107G23Rik"	4918.32504997415	-0.389601157885957	0.301515196425202	1.96462291152866	0.374444585687768	0.592035024802861
"2010109A12Rik"	4.99693549710449	1.55319769512028	1.57593347639865	1.10002972951706	0.576941234224613	0.761938982626638
"2010111I01Rik"	851.606669967553	-0.448472070013567	0.14926291015831	15.7087790041941	0.000388044900500453	0.00249801737332888
"2010204K13Rik"	4.02422109346651	-0.129580653408734	1.60804510007737	0.0272470464140078	0.986468856994835	0.993433302301453
"2010300C02Rik"	280.439750641476	-0.37784249918223	0.206605850055936	3.50109933450964	0.173678451850697	0.355727247058997
"2010320M18Rik"	27.7678959988674	0.359815959932554	0.667162914669985	0.293194302025228	0.863641824581173	0.936807463350801
"2200002D01Rik"	6.70158906244967	0.700993707004234	1.21530445230378	1.34178239995079	0.511252746263301	0.712893758751005
"2210011C24Rik"	110.779797881127	0.136327634889914	0.331444474820451	1.05226770013857	0.590885009388779	0.772283437382213
"2210013O21Rik"	23.4873460325683	-0.377278593411155	0.641470268827328	1.01481953150236	0.602053019223738	0.779945854505565
"2210015D19Rik"	240.078331570214	-0.108367229232812	0.238966261869746	2.57082691728821	0.276536223699955	0.487417472544253
"2210016F16Rik"	381.760808280307	-0.176768026956391	0.198601683581226	1.44194112951376	0.486280060560178	0.693647211137671
"2210016L21Rik"	12.3116278214955	0.565315632851976	0.999431271898288	0.9845452697013	0.611235698960344	0.786361854211754
"2210018M11Rik"	2993.99494123664	-0.0540969762087715	0.106113648027332	0.264577695789853	0.876087902382113	0.943333214470785
"2210019I11Rik"	332.251733888084	-0.273031564614318	0.192556625074607	5.38393084981718	0.0677476555053222	0.181521382344277
"2210404E10Rik"	20.2689591284604	0.671289741939832	0.72112181757124	2.66844362577219	0.26336304145879	0.471816683155225
"2210406O10Rik"	372.844741702152	0.0589949790301346	0.189029623167701	0.885684490156663	0.64220851065031	0.8070741462787
"2210408I21Rik"	190.011287153787	-1.49402138294828	0.290814271075819	26.4306865398689	1.82242364455244e-06	2.02199838177357e-05
"2210409E12Rik"	5.34077666342408	-0.134736780514348	1.47313561353719	0.0504901680645844	0.975070908431537	0.988055297867313
"2210417A02Rik"	40.6995060710341	-1.30251430439774	0.530339556479226	6.04839580587728	0.0485967849800064	0.141384063248577
"2300002M23Rik"	212.46117604353	0.0691534764228203	0.245533492885457	22.9964152458554	1.01482668279118e-05	9.61249705389381e-05
"2300009A05Rik"	40.8653392802351	0.0417219373525962	0.515223657017437	0.815528194483136	0.665135767678745	0.824097953641871
"2310008N11Rik"	16.0928597729489	0.265911397229252	0.804812446818715	0.259722758354727	0.878217161668562	0.944284995011492
"2310009A05Rik"	54.357184280075	-0.000351777740285545	0.576644747211385	0.000430790236357836	0.999784628077684	0.999867319370654
"2310009B15Rik"	27.8944653853314	0.0979671898905214	0.728684715404945	0.0502455878516486	0.97519015724807	0.988083873371752
"2310010G23Rik"	9.19174858940507	0.71350707598011	1.06490760550042	0.634831380727633	0.72802805796763	0.86089920141231
"2310010J17Rik"	10.5938988635562	0.896623883858842	0.99382488906102	1.11219094484827	0.573443725199617	0.75975508427423
"2310011J03Rik"	438.483163309246	-0.0241536231982298	0.171114263617858	2.33442981472108	0.311232546785394	0.526035582066772
"2310022A10Rik"	1164.30485376032	0.0969945342919376	0.120730934958021	0.807268857564381	0.667888237361595	0.826458987170343
"2310022B05Rik"	1099.10763657328	0.476022934958993	0.144265618070762	18.9644277067291	7.61950655930971e-05	0.000589550112781821
"2310033P09Rik"	3652.38833448136	0.403048799890052	0.094529613742707	21.9569788185713	1.7064856079857e-05	0.000154236751281368
"2310034G01Rik"	5.53759394129171	-1.47672922401474	1.42124465468373	1.12241029837409	0.570521086350913	0.757665255731353
"2310035C23Rik"	2429.32673375229	0.00093323952231707	0.117116418696921	0.979068443150865	0.612911808805974	0.787247176686644
"2310036O22Rik"	3593.77217503783	-0.013796539851272	0.119248343326006	1.08745770807546	0.580579315537722	0.764046957982158
"2310039H08Rik"	18.2128097083469	-1.04114477291967	0.789628504180735	1.72867661499454	0.421330251479259	0.637411290361644
"2310045N01Rik"	405.23812061957	0.176107340613327	0.174678431971265	7.8948121323679	0.0193047120310455	0.0687742300275156
"2310047M10Rik"	22.9095214977916	-0.602330813953078	0.690887547940019	0.803217943179959	0.66924238731899	0.827165097027447
"2310057M21Rik"	1630.45917646571	0.0900061770120497	0.121688597255258	3.61403905072179	0.164142631418319	0.342476884988228
"2310061I04Rik"	1282.63624661959	0.0305706130480906	0.114231593957044	0.182431532353277	0.912820733809843	0.960628802921724
"2310067B10Rik"	649.314107595727	-0.050958909678175	0.176753898313066	0.170630608562831	0.918222719198626	0.96297259527915
"2310068J16Rik"	102.708099475285	0.292426286357615	0.353259625002874	3.93712096318659	0.139657751488044	0.30508706985417
"2310069G16Rik"	81.551469633582	-0.253030046021286	0.362371574409306	0.4872700231981	0.783773650354759	0.895536283521444
"2410002F23Rik"	93.8741652796447	-0.134425101860442	0.352569917804379	5.33246279781999	0.0695137017117946	0.184877958383206
"2410004B18Rik"	646.41693933622	-0.035013576310389	0.146109905834421	2.3739683647826	0.305140124773536	0.519026420025068
"2410004P03Rik"	4.24082128565759	0.613483646709244	1.77042124382884	0.280643460281564	0.869078581640275	0.940424750314815
"2410006H16Rik"	65.5231685637971	-0.444341555574674	0.402231584079297	1.223503813023	0.542399802482066	0.737209440961822
"2410012E07Rik"	16.5632397635149	0.0358217456882367	0.842274846944598	0.307427089949755	0.857517626065495	0.933324579328817
"2410015M20Rik"	95.027377887049	0.416659615199659	0.331685820014908	1.70708332386286	0.425903850205166	0.641036018586067
"2410016O06Rik"	4.31824862806239	-0.713329322902103	1.61518966944779	0.195702991284428	0.906783555065016	0.957804133461559
"2410021H03Rik"	42.5230944614976	0.395116483265592	0.506688388861475	1.18596128794049	0.552677492398939	0.744221388259792
"2410089E03Rik"	3743.58231595976	-0.121234061736611	0.117055873740482	6.26281372400757	0.0436563355890839	0.130760255058614
"2410127L17Rik"	2679.75118745196	-0.0140054215090164	0.103155945154188	6.4592656143258	0.0395720266857141	0.121018015274241
"2410131K14Rik"	776.172913430634	0.252096337742671	0.136318902043672	7.20932696470575	0.027196595407595	0.0903855478747916
"2410137M14Rik"	7.29068719061805	0.796656536361471	1.27567630329284	1.51350355785194	0.469187980787443	0.679183955537902
"2410141K09Rik"	314.261470944531	0.458862359721096	0.210481908130479	11.2224578674457	0.00365657290961988	0.0174149573252541
"2500002B13Rik"	585.468237267669	0.362788198997982	0.169346185263005	4.5857348264791	0.100976504972212	0.242461417855777
"2500004C02Rik"	9.40455589161183	0.717550970177737	1.0586939224837	1.72232511777894	0.422670417327391	0.63853876600628
"2510003B16Rik"	35.0784691498612	0.0836572626977164	0.597395407747433	0.141607886156883	0.931644529581795	0.968709947994188
"2510039O18Rik"	235.007163930133	-0.268558912941556	0.214585992556757	12.7874436905509	0.0016720216007814	0.00888558288545098
"2610001J05Rik"	334.069149047938	0.0842989361084342	0.195532534987959	0.838371289536127	0.657582107257883	0.818328186858799
"2610002M06Rik"	370.829581745738	-0.158653477333912	0.187233621005687	0.990885989830929	0.609300930287398	0.78531029724911
"2610005L07Rik"	73.6897926046399	0.78458171227671	0.391307858281078	4.24530535426385	0.119713645295262	0.274679803753598
"2610008E11Rik"	33.1917426696949	1.49310121065945	0.645189486948342	8.05554004005121	0.0178140105805724	0.064420416766072
"2610015P09Rik"	1491.11029227384	0.0711397683112134	0.107378138312089	8.15671971711807	0.0169352190413039	0.0617985745594148
"2610020C07Rik"	15.6814566682135	0.492382725423604	0.861679278140261	0.362132127142893	0.834380234736716	0.921284184691283
"2610020H08Rik"	203.439472144614	-0.413585151934042	0.23639481993805	3.18147978739621	0.203774784264238	0.397264318930294
"2610035D17Rik"	121.604750049241	-0.442940254070592	0.304747659990486	8.28556969013069	0.0158785705165365	0.0587776375723897
"2610037D02Rik"	101.362182665262	0.13027965454026	0.334207973927117	17.0078554452979	0.000202670769090349	0.00140920741809105
"2610044O15Rik8"	21.6319389736195	0.19075444575751	0.718417777155108	1.46576798551854	0.48052117024527	0.68843163282852
